FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S12000017,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,All,All
S12000013,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,All,All,All
S14000012,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,All,All,All
S14000013,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,All,All,All
S14000016,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.23,All,All,All,All,All
S16000146,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.26,All,All,All,All,All
S16000147,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,All,All,All
S14000006,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.18,All,All,All,All,All
S14000008,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,All,All,All
S14000007,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,All,All,All
S14000014,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,All,All,All,All,All
S14000015,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,All,All,All,All
S12000021,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S12000026,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25,All,All,All,All,All
S12000023,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.68,All,All,All,All,All
S12000018,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,All,All,All
S12000019,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.09,All,All,All,All,All
S14000044,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,All,All,All
S14000046,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,All,All
S14000045,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.09,All,All,All,All,All
S14000043,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,All,All,All
S14000042,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,All,All,All
S12000028,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,All,All
S12000006,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,All,All,All
S12000027,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.56,All,All,All,All,All
S12000008,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,All,All,All,All
S12000005,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.4,All,All,All,All,All
S12000030,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,All,All,All,All,All
S12000020,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,All,All
S12000033,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,All,All,All
S12000029,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,All,All,All
S12000041,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.76,All,All,All,Female,All
S12000042,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.62,All,All,All,Male,All
S12000045,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,All,All,All,Female,All
S12000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,16-64 years,All,All
S12000033,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,16-64 years,All,All
S12000039,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.43,All,All,All,Male,All
S12000039,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,All,All,Female,All
S12000041,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,Male,All
S12000042,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.56,All,All,All,Female,All
S12000045,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,All,Male,All
S12000040,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.97,All,All,16-64 years,All,All
S12000035,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.58,All,All,16-64 years,All,All
S12000038,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,16-64 years,All,All
S12000017,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,16-64 years,All,All
S12000036,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.88,All,All,16-64 years,All,All
S12000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,16-64 years,All,All
S12000027,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.84,All,All,16-64 years,All,All
S12000034,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,All,All,16-64 years,All,All
S12000039,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,All,All,16-64 years,All,All
S12000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,16-64 years,All,All
S12000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.37,All,All,All,Female,All
S12000027,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.94,All,All,All,Female,All
S12000027,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.1,All,All,All,Male,All
S12000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,All,All,All,Male,All
S12000023,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.87,All,All,All,Female,All
S12000036,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,All,Female,All
S12000038,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.96,All,All,All,Female,All
S12000038,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.97,All,All,All,Male,All
S12000036,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,Male,All
S12000035,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.67,All,All,All,Female,All
S92000003,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,All,Male,All
S92000003,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,Female,All
S12000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,All,All,All,Female,All
S12000040,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.42,All,All,All,Male,All
S12000040,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,All,Female,All
S12000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.88,All,All,All,Male,All
S12000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.38,All,All,All,Female,All
S12000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,Male,All
S12000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,All,All,All,Male,All
S08000020,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,All,All,All
S08000019,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S12000042,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.33,All,All,16-64 years,All,All
S08000016,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,All,All,All
S08000022,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,All,All,All,All,All
S92000003,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,16-64 years,All,All
S12000045,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25,All,All,16-64 years,All,All
S08000019,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.77,All,All,All,All,All
S12000041,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,16-64 years,All,All
S08000015,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,All,All,All,All
S12000011,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,All,All,16-64 years,All,All
S12000021,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.48,All,All,16-64 years,All,All
S12000008,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,16-64 years,All,All
S12000023,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.28,All,All,16-64 years,All,All
S12000020,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.76,All,All,16-64 years,All,All
S12000014,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,16-64 years,All,All
S12000013,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,16-64 years,All,All
S08000017,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.72,All,All,All,All,All
S12000010,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26,All,All,16-64 years,All,All
S12000017,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,All,All,16-64 years,All,All
S12000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.27,All,All,16-64 years,All,All
S12000019,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.36,All,All,16-64 years,All,All
S12000021,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,All,16-64 years,All,All
S08000015,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,All,All,All
S12000020,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,16-64 years,All,All
S12000018,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,16-64 years,All,All
S12000011,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,16-64 years,All,All
S12000014,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,16-64 years,All,All
S12000023,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.37,All,All,16-64 years,All,All
S12000013,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,16-64 years,All,All
S08000022,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,All,All,All
S08000020,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,All,All,All
S08000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,All,All,All,All
S08000017,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,All,All
S08000024,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,All,All,All
S08000016,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.1,All,All,All,All,All
S08000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,All,All,All
S08000024,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.92,All,All,All,All,All
S08000025,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.37,All,All,All,All,All
S08000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.69,All,All,All,Female,All
S08000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.33,All,All,All,Female,All
S08000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.26,All,All,All,Male,All
S08000025,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.44,All,All,All,Male,All
S08000025,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.77,All,All,All,Female,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26,All,With Children,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,16-34 years,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,Pensioners,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,Adults,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.83,Rented,All,All,All,All
S08000024,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,All,Male,All
S08000022,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,All,Female,All
S08000017,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,All,Female,All
S08000020,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.07,All,All,All,Female,All
S08000024,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.12,All,All,All,Female,All
S08000019,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,All,All,All,Female,All
S08000019,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,All,Male,All
S08000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.86,All,All,All,Male,All
S08000017,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.4,All,All,All,Male,All
S08000020,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,All,Male,All
S92000003,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S12000040,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,All,All,All
S12000042,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,All,Female,All
S12000041,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,All,All,All
S12000039,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,All,All
S12000034,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,All,All,All,All
S12000036,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,All,All,All
S12000045,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,All,All,All
S12000035,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.42,All,All,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,16-64 years,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,Owned Outright,All,All,All,All
S12000047,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.97,All,All,16-64 years,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.77,Owned Mortgage/Loan,All,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.82,All,All,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,All,Male,All
S12000048,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.21,All,All,All,All,All
S12000047,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.18,All,All,35-64 years,All,All
S12000048,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.61,All,All,16-34 years,All,All
S12000047,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,All,All,All,All,All
S08000025,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,28.37,All,All,All,Male,All
S08000025,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.95,All,All,All,Female,All
S08000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.95,All,All,All,Male,All
S08000015,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.36,All,All,All,Female,All
S08000016,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.3,All,All,All,Male,All
S08000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.79,All,All,16-64 years,All,All
S08000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,16-64 years,All,All
S08000017,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.29,All,All,16-64 years,All,All
S08000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.4,All,All,All,Male,All
S08000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.82,All,All,All,Female,All
S08000017,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,All,Male,All
S08000017,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,All,Female,All
S08000020,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,Male,All
S08000022,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,All,All,All,Female,All
S08000024,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,Male,All
S08000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,Female,All
S08000015,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.34,All,All,All,Male,All
S08000016,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.31,All,All,All,Female,All
S08000019,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,Male,All
S08000019,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,All,All,All,Female,All
S08000022,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.91,All,All,16-64 years,All,All
S08000016,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,All,Male,All
S08000019,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,16-64 years,All,All
S08000016,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.67,All,All,All,Female,All
S08000015,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.16,All,All,All,Female,All
S08000025,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.12,All,All,16-64 years,All,All
S08000024,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,16-64 years,All,All
S08000022,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,All,Male,All
S08000020,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,16-64 years,All,All
S08000026,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.58,All,All,16-64 years,All,All
S08000019,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,16-64 years,All,All
S08000020,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.92,All,All,16-64 years,All,All
S08000025,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.09,All,All,16-64 years,All,All
S08000015,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.29,All,All,16-64 years,All,All
S08000016,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,16-64 years,All,All
S08000015,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,All,Male,All
S08000028,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,All,All,16-64 years,All,All
S08000022,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.96,All,All,16-64 years,All,All
S08000024,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,16-64 years,All,All
S14000026,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,All,All,All
S14000022,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,All,All,All
S14000024,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.62,All,All,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,Rented,All,All,All,All
S14000023,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,All,All,All
S14000021,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,All,All,All
S14000017,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,All,All,All,All,All
S14000019,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,All,All,All
S14000025,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,All,All,All,All,All
S14000018,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,All,All,All,Male,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.51,All,With Children,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.04,All,All,16-34 years,All,All
S12000048,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.39,Rented,All,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,All,Pensioners,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.13,All,Adults,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.46,Owned Mortgage/Loan,All,All,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.97,All,All,35-64 years,All,All
S12000048,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,Owned Outright,All,All,All,All
S14000001,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.96,All,All,All,All,All
S14000002,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.75,All,All,All,All,All
S14000005,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.42,All,All,All,All,All
S14000029,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.15,All,All,All,All,All
S14000030,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,All,All,All,All,All
S16000143,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25,All,All,All,All,All
S16000144,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,All,All,All
S16000148,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,All,All,All
