FeatureCode,DateCode,Measurement,Units,Value,Type Of Tenure,Household Type,Age,Gender,Limiting Long-term Physical or Mental Health Condition
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,With Children,All,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.69,All,Pensioners,All,All,All
S12000036,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.43,All,Adults,All,All,All
S12000040,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,Adults,All,All,All
S12000039,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.29,All,With Children,All,All,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.14,All,With Children,All,All,All
S12000034,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,Pensioners,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.1,All,Pensioners,All,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.26,All,With Children,All,All,All
S12000006,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.27,All,Pensioners,All,All,All
S12000033,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,Adults,All,All,All
S12000030,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.62,All,Pensioners,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.9,All,Adults,All,All,All
S12000035,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,27.24,All,With Children,All,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,All,With Children,All,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,Adults,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.08,All,Adults,All,All,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,With Children,All,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.97,All,Pensioners,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,With Children,All,All,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.48,All,Adults,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.21,All,Pensioners,All,All,All
S12000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.85,All,With Children,All,All,All
S12000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,All,Pensioners,All,All,All
S12000027,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.93,All,Pensioners,All,All,All
S12000027,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.9,All,With Children,All,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.67,All,With Children,All,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.72,All,Pensioners,All,All,All
S12000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,Adults,All,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,All,Adults,All,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,Pensioners,All,All,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.1,All,Pensioners,All,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,Adults,All,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.9,All,With Children,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.82,All,With Children,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,Adults,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.51,All,Pensioners,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,Adults,All,All,All
S12000019,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.83,All,With Children,All,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,Pensioners,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.17,All,With Children,All,All,All
S12000018,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,Adults,All,All,All
S12000020,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.45,All,Adults,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,Pensioners,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.54,All,With Children,All,All,All
S12000017,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,Adults,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.12,All,Pensioners,All,All,All
S12000014,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.59,All,Adults,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,All,Pensioners,All,All,All
S12000013,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.65,All,With Children,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,Pensioners,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.57,All,With Children,All,All,All
S12000011,2017,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,Adults,All,All,All
S12000035,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.47,All,All,All,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,All,All,All,All,All
S12000034,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,All,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,All,All,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.92,All,All,All,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,Owned Mortgage/Loan,All,All,All,All
S12000038,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.48,All,All,All,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.24,Owned Outright,All,All,All,All
S12000039,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.4,All,All,All,All,All
S12000036,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.24,All,All,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,Owned Outright,All,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.47,Rented,All,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.37,Owned Mortgage/Loan,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.01,Rented,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.1,Owned Mortgage/Loan,All,All,All,All
S12000041,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.66,All,All,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,All,All,All,All,All
S12000040,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.18,Owned Outright,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S12000047,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,All,All,All,All
S12000018,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S12000017,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,All
S12000014,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.63,All,All,All,All,All
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.68,All,All,All,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.4,All,All,All,All,All
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,All,All,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.45,All,All,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.69,All,All,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,Rented,All,All,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.26,Owned Outright,All,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.74,Owned Outright,All,All,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.18,Owned Mortgage/Loan,All,All,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.9,Rented,All,All,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.15,Owned Outright,All,All,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.6,Owned Mortgage/Loan,All,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,Owned Mortgage/Loan,All,All,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.29,Rented,All,All,All,All
S12000035,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.27,Owned Outright,All,All,All,All
S12000034,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.57,Rented,All,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,16-34 years,All,All
S12000034,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.41,Owned Outright,All,All,All,All
S12000035,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.85,Owned Mortgage/Loan,All,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.44,All,All,16-34 years,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,35-64 years,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,With Children,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.22,All,Pensioners,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,35-64 years,All,All
S12000036,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.79,Owned Outright,All,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.83,Owned Mortgage/Loan,All,All,All,All
S12000035,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.76,Rented,All,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.56,Rented,All,All,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,Owned Outright,All,All,All,All
S12000034,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.39,Owned Mortgage/Loan,All,All,All,All
S12000036,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.1,Rented,All,All,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,Rented,All,All,All,All
S12000038,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.69,Owned Outright,All,All,All,All
S12000036,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.41,Owned Mortgage/Loan,All,All,All,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,Male,All
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.05,All,All,All,Male,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.71,All,All,All,Female,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.6,All,All,All,Female,All
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,All,Female,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,35-64 years,All,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.77,All,All,16-64 years,All,All
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,16-64 years,All,All
S08000029,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,All,All,16-34 years,All,All
S08000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.81,All,All,35-64 years,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,Adults,All,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,Pensioners,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.93,All,All,All,Female,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,Adults,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,With Children,All,All,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,All,Male,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,Male,All
S08000030,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.74,All,All,16-64 years,All,All
S08000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.6,All,All,16-64 years,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.89,All,All,35-64 years,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,35-64 years,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.2,All,All,16-34 years,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.38,All,All,16-34 years,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.66,All,All,16-34 years,All,All
S12000041,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.88,All,All,16-34 years,All,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.26,All,All,35-64 years,All,All
S12000040,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.31,All,All,35-64 years,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,All,Male,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,All,16-34 years,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,35-64 years,All,All
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.81,All,All,16-34 years,All,All
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.93,All,All,35-64 years,All,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,Pensioners,All,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.81,All,Adults,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,35-64 years,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,35-64 years,All,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.14,All,All,16-34 years,All,All
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.88,All,All,35-64 years,All,All
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.75,All,All,16-34 years,All,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.31,All,All,All,Male,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,All,Male,All
S12000008,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.86,All,All,All,Female,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,All,All,Female,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.56,All,All,All,Male,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,All,35-64 years,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,35-64 years,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.67,All,All,16-34 years,All,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.67,All,All,16-34 years,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.7,All,All,35-64 years,All,All
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,Male,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,All,16-34 years,All,All
S12000010,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,All,Female,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,35-64 years,All,All
S12000041,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.51,All,All,35-64 years,All,All
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.11,All,All,All,Male,All
S12000006,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,All,All,All,Female,All
S12000013,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.67,All,All,All,Female,All
S12000011,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.23,All,All,All,Female,All
S12000019,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,35-64 years,All,All
S12000017,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,35-64 years,All,All
S12000018,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.28,All,All,35-64 years,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.03,All,All,All,All,All
S12000018,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.73,All,All,16-34 years,All,All
S12000017,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,16-34 years,All,All
S12000014,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.21,All,All,16-34 years,All,All
S12000047,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.94,All,All,16-34 years,All,All
S12000019,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.77,All,All,16-34 years,All,All
S12000014,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.62,All,All,35-64 years,All,All
S12000029,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.72,All,All,All,All,All
S12000033,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.89,All,All,All,All,All
S12000030,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.86,All,All,All,All,All
S12000028,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,All,All,All
S12000027,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.29,All,All,All,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.16,All,All,All,All,All
S12000020,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.59,All,All,All,All,All
S12000023,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.56,All,All,All,All,All
S12000021,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.98,All,All,All,All,All
S12000019,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.35,All,All,All,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.63,All,Pensioners,All,All,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.31,All,Adults,All,All,All
S12000005,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.59,All,All,16-34 years,All,All
S12000021,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.07,All,All,16-34 years,All,All
S12000021,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.99,All,All,35-64 years,All,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.85,All,Adults,All,All,All
S12000042,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.54,All,With Children,All,All,All
S12000045,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.55,All,With Children,All,All,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,With Children,All,All,All
S92000003,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.61,All,Pensioners,All,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,35-64 years,All,All
S12000023,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.35,All,All,35-64 years,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,All,All,35-64 years,All,All
S12000047,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.14,All,All,35-64 years,All,All
S12000048,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.93,All,All,16-34 years,All,All
S12000020,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.5,All,All,16-34 years,All,All
S12000023,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,28.13,All,All,16-34 years,All,All
S12000026,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.15,All,All,16-34 years,All,All
S12000020,2016,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.66,All,All,35-64 years,All,All
S14000052,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,All,All,All
S14000048,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.1,All,All,All,All,All
S14000050,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.8,All,All,All,All,All
S14000049,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.2,All,All,All,All,All
S14000047,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.56,All,All,All,All,All
S12000038,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,16-64 years,All,All
S12000033,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.83,All,All,16-64 years,All,All
S12000035,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.34,All,All,16-64 years,All,All
S14000051,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.96,All,All,All,All,All
S12000034,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.39,All,All,16-64 years,All,All
S14000039,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.96,All,All,All,All,All
S14000041,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.49,All,All,All,All,All
S14000040,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.07,All,All,All,All,All
S14000038,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,All,All,All
S14000037,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.45,All,All,All,All,All
S14000055,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.26,All,All,All,All,All
S14000057,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.04,All,All,All,All,All
S14000056,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.52,All,All,All,All,All
S14000054,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.68,All,All,All,All,All
S14000053,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.72,All,All,All,All,All
S12000045,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.57,All,All,16-64 years,All,All
S12000039,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.14,All,All,16-64 years,All,All
S12000041,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.2,All,All,16-64 years,All,All
S12000008,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.2,All,All,16-64 years,All,All
S12000040,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.01,All,All,16-64 years,All,All
S12000019,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.66,All,All,16-64 years,All,All
S12000005,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.27,All,All,16-64 years,All,All
S12000018,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.44,All,All,16-64 years,All,All
S12000042,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,16-64 years,All,All
S12000006,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.88,All,All,16-64 years,All,All
S12000030,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.89,All,All,16-64 years,All,All
S12000026,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.8,All,All,16-64 years,All,All
S12000028,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.38,All,All,16-64 years,All,All
S12000036,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.11,All,All,16-64 years,All,All
S12000027,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.1,All,All,16-64 years,All,All
S12000010,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,26.33,All,All,16-64 years,All,All
S92000003,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.55,All,All,16-64 years,All,All
S12000006,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.53,All,All,16-64 years,All,All
S12000029,2014,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.02,All,All,16-64 years,All,All
S12000005,2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.64,All,All,16-64 years,All,All
S12000011,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.95,All,All,All,All,All
S14000010,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,23.85,All,All,All,All,All
S12000010,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.38,All,All,All,All,All
S14000011,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.78,All,All,All,All,All
S14000009,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,25.19,All,All,All,All,All
S14000059,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,All,All,All
S12000014,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.74,All,All,All,All,All
S14000058,2014-2015,"Upper 95% Confidence Limit, Mean",SWEMWBS Score,24.9,All,All,All,All,All
